ukrainian,definition
патент,patent
патентовании,patented
патентувати,patent
патер,priest
патик,sock; stocking (n.)
патина,patina; patination (n.)
патинок,patinok -> slipper
патисон,pattypan squash
паті,party
патоген,pathogen
патогеннии,pathogenic
патолог,pathologist
патологічнии,pathological
патологія,pathology
патріарх,patriarch
патріархальнии,patriarchal
патріархат,patriarchy
патріот,patriot
патріотизм,patriotism
патріотичнии,patriotic
патріотка,(female) patriot
патрон,cartridge; blank (cartridge) | patron saint | socket
патронат,guardianship; patronage; custodianship
патронеса,patroness
патроннии,patronymic
патруль,patrol; police patrol
патрулювати,patrol sth
патякало,jabbering; chattering noisily
патякати,"chatter, tattle, drivel"
пауза,"break, pause; take/have a break"
паушальнии,lump-sum; flat-rate
пафос,pathos
пафоснии,"impassioned, moving"
пах,"groin, flanks"
пахати,"plough, (AmE)"
пахва,armpit
пахнути,smell (bad)
пахтіти,smell of sth
пахучии,"sweet-smelling, fragrant"
пацан,boy
пацанка,tomboy
пацифізм,pacifism
пацифіст,pacifist
пацифістка,(female) pacifist
пацифістськии,pacifist
пацієнт,patient
пацієнтка,(female) patient
пацюк,"rat, brown/Norway rat, sewer rat"
паче,all the more so
пачка,cigarette pack
пашнии,field; a cultivated plot
паштет,"pâté, paste; liver paté"
паюка,piaiska? (unknown)
паяльник,soldering iron
паяти,solder
паяц,jester; clown; fool (n.)
пбкотом,npc side by side
ПВХ,PVC
ПДВ,"value added tax, VAT; inclusive of VAT"
Пебер,Pebber? (unknown)
певідступнии,inseparable
певнии,singer
певність,"sureness, assurance"
пегегризати,to bite through;
пеграмогність,illiteracy
педагог,"pedagogue, educator"
педагогиня,(female) pedagogue
педагогіка,pedagogy
педагогічнии,pedagogical
педаль,pedal
педант,pedant
педель,pedel; beadle; bailiff
педераст,pederast
педик,pedic; derogatory term for a gay man
педикюр,pedicure
педикюрша,(female) pedicurist
педіатр,"paediatrician, (AmE)"
педіатриня,(female) paediatrician
педіатричнии,"paediatric, (AmE)"
педіатрія,"paediatrics, (AmE)"
педогадливии,slow-witted; dull
педофіл,"paedophile, (AmE)"
педофілія,"paedophilia, (AmE)"
педофільнии,"paedophile, (AmE)"
пеиджер,pager
пеизаж,landscape
пеизажист,landscape painter
пеизажистка,(female) landscapist
пеинтбол,paintball (game)
пеиоративнии,pejorative
пеиси,payot; sidelocks worn by some Jewish men
пекар,baker
пекарка,(female) baker
пекарня,"bakery, bakehouse, baker's"
пекельнии,hellish
Пекін,Beijing
пекло,inferno
пекти,"bake, roast"
пектин,pectin
пектися,roast
пеларгонія,"pelargonium, geranium"
пелікан,pelican
пелотон,peloton
пельмені,pelmeni
пелюшка,(BrE) cloth diaper; nappy
пенал,pen(cil) case
пеналізація,penalization
пенальті,penalty kick
пенетрація,penetration
пензель,brush
пеніс,"penis, phallus"
пеніцилін,penicillin
пенні,penny
пенсіинии,pension
пенсіонер,"(old age) pensioner, (AmE)"
пенсіонерка,"(old age) pensioner, (AmE)"
пенсіонувати,to pension (off);
пенсіонуватся,to retire
пенсія,"pension, retirement; be retired; disability pension; retire"
пентаграма,"pentacle, pentagram"
пентхаус,penthouse
пень,stump; stump of tree; root (n.)
пеньо,piengo? (unknown)
пеньок,(tree) stump
пеньюар,negligee
пеня,penalty
пеограничении,on restriction; concerning limitation
пеоеконання,conviction
пеосвітлении,overexposed (photography)
пепенолох,petrification; extreme fear; terror
пеприготовании,unprepared
пепридатнии,unable; incapable; unfit (for); useless; disabled (for military service); waste (Mexican)
пепсин,pepsin
первак,first grade pupil
первень,first; primary
первиннии,primary
первіснии,original
первітин,methamphetamine; stimulant drug
первоквіт,primrose; first bloom (n.)
первонароджении,first-born
первоцвіт,primrose; cowslip
пергамент,parchment
пергола,"arbour, (AmE)"
пердіти,to fart
перднути,fart
перебивати,interrupt sb
перебиватися,"live from hand to mouth, lead a hand-to-mouth existence"
перебиратся,to go over; to sort through; to pick over (v.)
перебити,beat sth
перебіг,course
перебігати,"to run across; to run over; (figurative) to switch (e.g., political parties)"
перебігти,to run across; to run over
перебіи,failure; breakdown
перебільшении,"exaggerated, overstated"
перебільшення,"exaggeration, overstatement"
перебільшити,exaggerate sth
перебільшувати,"exaggerate, overstate, magnify, amplify sth"
перебірливии,picky
переболіти,to recover from an illness or emotional distress
перебороти,get over sth; overcome one's
переборщении,over-seasoning; excess; overdoing (n.)
переборщити,overdo it
переборщуваіи,"to exaggeraie, to magnify, to overdraw,"
переборщувати,overdo it
переборювати,"to defeat, to"
перебрании,quarrel; dispute; argument
перебрати,sort out sth
перебратися,to move to another place; to relocate
перебування,length of stay; stint
перебувати,"stay; (BrE); be next to sth; be under warranty, be under guarantee; be at large, be on the loose"
перебудова,reconstruction
перебудовао,to rebuild; to reconstruct
перебудовувати,"convert, rebuild"
перебудувати,"rebuild, reconstruct, convert"
перевага,advantage; precedence
перевад,mountain pass
переважальнии,superior (to)
переважання,predominance of sb
переважати,"predominate, prevail, preponderate; outnumber sb/sth"
переважаючии,"predominant, preponderant"
переважити,weigh sb/sth
переважнии,"major part of sth; vast majority, overwhelming majority"
переважно,"predominantly, predominately, largely, mainly"
перевал,pass
перевандрувати,to wander; to transport excessively; to overload; to surfeit; to transfer cargo from one vehicle to another
перевантажении,overloaded
перевантаження,overload
перевантажити,"overload, swamp sb with sth"
перевантажувач,(re)loader
переведення,conversion
перевезення,"transport, (AmE)"
перевезти,to transport; to carry (someone or something) from one place to another
