ukrainian,definition
дороговказ,"signpost, guidepost"
дорогоціннии,precious
дорожка,"(-ки) ж cab, fly"
дорожнеча,"high prices, expensiveness, dearness"
дорожник,road (maintenance) worker
дорожніи,"road, motorway, (AmE); toll sticker"
дорослии,adult people
доростати,to grow up
дорука,"(-ки) ж commission,"
доручати,"to hand over, to"
доручення,"standing order, banker's order"
доручити,"assign sth to sb , commission sb to do sth"
досада,annoyance
досаднии,"irritating, annoying"
досвід,experience; work experience; gain experience; I have a bad experience with it.
досвідчении,skilled
досвідченість,"experience, proficiency"
досвідчено,expertly
досгатіок,"(тку) ч lortune, aoundance, wealth, easy circumstances^. prolusion,plenty"
досита,to one's
досить,"enough, sufficiently; rather, fairly; quite"
досі,"so far, up to now, (up) till now, still; just as hitherto"
досконалии,perfect
досконалість,"perfection, excellence"
досконало,perfectly
дослати,"forward sth to sb , send sth on to sb"
дослівнии,literal
дослівно,"literally, verbatim, word for word"
дослідження,ultrasound examination
досліджувати,"look into sth , research, explore"
дослідити,"explore sth , examine"
дослідник,"explorer, researcher"
доставити,ship sth swh
доставка,"delivery, distribution"
доставляти,"(-ВЦЯІ ч supplier; (харчів) purveyor; provider ; to deliver, to furnish, to supply"
достатніи,sufficient
достатність,sufficiency
достатньо,"enough, sufficiently; That will do nicely."
достаток,Food is in abundance here
достаточнии,sufficient
достачати,"to supply, to deliver. to irocure; to furnish"
достигати,"to ripen, to mature; to reach, to attain"
достиглии,"ripe, manure"
достигти,"mature, ripen"
достовірнии,"guaranteed, credible"
достовірність,"credibility, trustworthiness"
достоинии,be worthy of one's
достроковии,early
достроково,prematurely
доступ,freely available; wheelchair access; free access to sth; access denied; access sth
доступнии,open to public
доступність,"accessibility, availability"
досхочу,"more than enough, to one's; eat one's"
досьє,"files, dossier, file"
досяг,"(-у) ч reach, range; поза ~ ом out of range"
досягати,culminate
досягнення,reaching sth
досягнути,"get, make it swh"
досягти,achieve victory
досяжнии,"achievable, attainable"
досяжність,out of reach of sb/sth
дотація,"grant, subsidy, endowment"
дотен,"( у) ч wit, wiitiness"
дотенер,"npc hitherto, till now;"
дотенерішніи,"(-ня, нє) hitherto existing, prevailing"
дотеп,"wisecrack, joke"
дотепер,"so far, up to now, (up) till now"
дотепнии,"humorous, funny, witty, intelligent, quick-witted"
дотепнииість,(ности) ж wittiness
дотепник,joker
дотепність,"ingenuity, wit(s), funniness, wittiness"
доти,up to here
дотик,touch
дотиковии,tactile
дотинки,"(-ків) мн. taunt, sneer,"
дотиснути,finish off sb
дотична,tangent
доторк,(-у ч touching contact
доторкатися,touch sth
доторкатівка,(-ки) ж rainwater драбин І а (-ви) ж ladder
доторкнутися,touch sb
доторкуватися,touch sb
дотримання,keeping
дотримати,keep sth
дотриматися,keep
дотримувати,respect sth
дотримуватися,"stick to sth , keep to sth , adhere to sth , follow sth"
дотягнути,"drag, haul sth swh"
дотягнутися,draw level with sb
дотягтися,drag osf swh
дохід,net income; extra/additional income; gross income
дохлятина,carcass
доходнии,gainful
доцент,(BrE)
доцентка,"(woman) reader, senior lecturer"
доцентровии,centripetal
дочаснии,"early, earlier"
дочасно,provisionally
дочекатися,can't/can hardly wait to do sth
дочитати,finish reading sth
дочірніи,daughter
дочка,daughter
дошка,"lath, slat"
дошкільнии,"preschool, pre-school"
дошкільник,"preschool child, preschooler"
дошлюбнии,premarital
дощ,rain; heavy rain(fall); shower; rainy season; It's raining.; Rain is forecast.
дощити,rain
дощовии,"rainforest, rain forest"
дощовик,raincoat
доярка,milker
драбина,stepladder
драговина,"marsh, fen"
драгувати,dredge
драже,"dragée, lozenge"
дражливии,"irritable, fractious, nettlesome"
дражнити,tease sb
драив,drive
драивер,driver
дракон,dragon; (Chinese) dragon
драконівськии,draconian
драма,drama
драматизація,"dramatization, (BrE)"
драматизувати,dramatize
драматичнии,dramatic
драматично,dramatically
драматург,"dramatist, playwright"
драматургиня,(female) dramaturge
драматургія,"dramaturgy, dramatics"
драпірування,hanging
драпування,"drapery, hanging(s)"
драснути,to seam [rough
драстичнии,"drastic: rude,"
дратва,(-ви) otc pitched thread
дратівливии,"grumpy, crusty, peevish"
дратівливість,"grumpiness, peevishness, sulkiness"
дратливии,"irritating, annoying"
дратувати,"annoy, irritate, bug sb , drive sb crazy"
древніи,ancient Rome
дреди,dreadlocks
дреліх,(-у) ч tick(ing)
дренаж,drainage
дресирувальник,trainer
дресирування,"training, dressage, schooling"
дрес-код,dress code
дресу,́ра (-ри) ж training; breaking in
дриблінг,dribbling
дривітня,(-ні) otc wood-shed
дрижаки,"(-кі́в) мн. trembling, flutter(ing), медиц. tremor"
дрижання,"tremor, tremble, shaking, trembling"
дрижати,"shiver, tremble, quiver"
дрижучии,"tremulous, shive ring; shaky (ру́ки, хід)"
дриль,hammer drill
дрифт,drift
дріб,"pellet, (small) shot; fraction"
дрібка,"(-ки) ж crumb, frag ment; trifle, ~y npc a little"
дрібнии,small
дрібниие,"́сенький tiny, wee"
дрібниця,"trifle, bagatelle"
дрібничка,"trinket, knick-knack, bauble"
дрібничковии,"paltry, fussy; narrow"
